x,m,v_x,v_y
2.466365337371826172e+00,8.060152530670166016e-01,8.095746994018554688e+00,2.516723155975341797e+00
2.860006332397460938e+00,9.041898846626281738e-01,2.799164199829101562e+01,1.872072982788085938e+01
3.059381008148193359e+00,9.041898846626281738e-01,1.859412956237792969e+01,1.021426963806152344e+01
2.485242366790771484e+00,9.041898846626281738e-01,7.991217136383056641e+00,2.507085323333740234e+00
2.018047571182250977e+00,1.002363920211791992e+00,6.287291336059570312e+01,5.598690032958984375e+01
2.587660312652587891e+00,1.002363920211791992e+00,3.867811965942382812e+01,3.038883781433105469e+01
2.967096328735351562e+00,1.002363920211791992e+00,2.340686035156250000e+01,1.505403709411621094e+01
3.076622009277343750e+00,1.002363920211791992e+00,1.721115875244140625e+01,9.108013153076171875e+00
2.955717086791992188e+00,1.002363920211791992e+00,1.177004623413085938e+01,4.887744903564453125e+00
3.190274238586425781e-01,1.002363920211791992e+00,5.782632350921630859e+00,9.365250468254089355e-01
1.487579345703125000e+00,1.002363920211791992e+00,7.278286933898925781e+00,1.576445579528808594e+00
2.358350753784179688e+00,1.002363920211791992e+00,8.571728706359863281e+00,2.539450645446777344e+00
2.715045928955078125e+00,1.002363920211791992e+00,9.285466194152832031e+00,3.271013736724853516e+00
2.855582714080810547e+00,1.002363920211791992e+00,1.075904846191406250e+01,4.142854213714599609e+00
2.941015720367431641e+00,1.002363920211791992e+00,1.151604270935058594e+01,4.715824127197265625e+00
2.988294124603271484e+00,1.002363920211791992e+00,1.200673198699951172e+01,5.117559432983398438e+00
3.025581836700439453e+00,1.002363920211791992e+00,1.252674198150634766e+01,5.550936222076416016e+00
3.063463687896728516e+00,1.002363920211791992e+00,1.329745292663574219e+01,6.171928405761718750e+00
3.082628488540649414e+00,1.002363920211791992e+00,1.425469493865966797e+01,6.902353763580322266e+00
3.098315715789794922e+00,1.002363920211791992e+00,1.459600067138671875e+01,7.227201461791992188e+00
1.561251878738403320e+00,1.100538134574890137e+00,1.164334487915039062e+02,1.121910476684570312e+02
1.680612564086914062e+00,1.100538134574890137e+00,8.353746795654296875e+01,7.831449127197265625e+01
1.832381725311279297e+00,1.100538134574890137e+00,7.696915435791015625e+01,7.081430816650390625e+01
2.209110736846923828e+00,1.100538134574890137e+00,5.126948165893554688e+01,4.278743362426757812e+01
2.657667160034179688e+00,1.100538134574890137e+00,3.579966354370117188e+01,2.715734100341796875e+01
2.883191347122192383e+00,1.100538134574890137e+00,2.729779434204101562e+01,1.822888946533203125e+01
2.996838092803955078e+00,1.100538134574890137e+00,2.279913520812988281e+01,1.416081905364990234e+01
3.049862146377563477e+00,1.100538134574890137e+00,2.026259040832519531e+01,1.176905727386474609e+01
3.063657283782958984e+00,1.100538134574890137e+00,1.836829376220703125e+01,1.006054115295410156e+01
3.085312843322753906e+00,1.100538134574890137e+00,1.750391006469726562e+01,9.403437614440917969e+00
3.076634407043457031e+00,1.100538134574890137e+00,1.721640968322753906e+01,9.113486289978027344e+00
3.085589647293090820e+00,1.100538134574890137e+00,1.751882743835449219e+01,9.418637275695800781e+00
3.077954769134521484e+00,1.100538134574890137e+00,1.767238044738769531e+01,9.678637504577636719e+00
3.074072837829589844e+00,1.100538134574890137e+00,1.914221191406250000e+01,1.082706928253173828e+01
3.049491405487060547e+00,1.100538134574890137e+00,2.025812339782714844e+01,1.176350212097167969e+01
3.034597635269165039e+00,1.100538134574890137e+00,2.124938964843750000e+01,1.275534820556640625e+01
3.020976543426513672e+00,1.100538134574890137e+00,2.238124465942382812e+01,1.388549900054931641e+01
2.988331794738769531e+00,1.100538134574890137e+00,2.342991065979003906e+01,1.480026817321777344e+01
2.961103916168212891e+00,1.100538134574890137e+00,2.434518241882324219e+01,1.567513847351074219e+01
2.942187786102294922e+00,1.100538134574890137e+00,2.527054977416992188e+01,1.653815841674804688e+01
2.919768571853637695e+00,1.100538134574890137e+00,2.535984420776367188e+01,1.673214340209960938e+01
2.894445180892944336e+00,1.100538134574890137e+00,2.670991706848144531e+01,1.771846771240234375e+01
2.865190267562866211e+00,1.100538134574890137e+00,2.780403327941894531e+01,1.859786605834960938e+01
2.836125850677490234e+00,1.100538134574890137e+00,2.919328308105468750e+01,2.017405319213867188e+01
2.768890142440795898e+00,1.100538134574890137e+00,3.161216926574707031e+01,2.248106956481933594e+01
2.698967933654785156e+00,1.100538134574890137e+00,3.394725036621093750e+01,2.479010963439941406e+01
1.457795143127441406e+00,1.198712706565856934e+00,1.299291687011718750e+02,1.246672134399414062e+02
1.608329296112060547e+00,1.198712706565856934e+00,9.541450500488281250e+01,9.108126068115234375e+01
1.743881940841674805e+00,1.198712706565856934e+00,8.438372039794921875e+01,7.847521972656250000e+01
1.891024589538574219e+00,1.198712706565856934e+00,7.241757965087890625e+01,6.610597229003906250e+01
2.086062431335449219e+00,1.198712706565856934e+00,5.784957885742187500e+01,5.068851852416992188e+01
2.292818069458007812e+00,1.198712706565856934e+00,4.914213562011718750e+01,4.047010421752929688e+01
2.467926502227783203e+00,1.198712706565856934e+00,4.368373107910156250e+01,3.541604614257812500e+01
2.567402124404907227e+00,1.198712706565856934e+00,3.966076660156250000e+01,3.143943023681640625e+01
2.606087923049926758e+00,1.198712706565856934e+00,3.787799072265625000e+01,2.948914146423339844e+01
2.610921382904052734e+00,1.198712706565856934e+00,3.771493530273437500e+01,2.931893730163574219e+01
