x,m,v_x,v_y
3.541338920593261719e+00,7.078404426574707031e-01,2.476273727416992188e+01,1.637012100219726562e+01
3.916850090026855469e+00,7.078404426574707031e-01,1.647285079956054688e+01,1.054480838775634766e+01
4.182047843933105469e+00,7.078404426574707031e-01,9.427955627441406250e+00,5.466175556182861328e+00
2.583762168884277344e+00,8.060152530670166016e-01,5.871166229248046875e+01,4.579807662963867188e+01
2.867206096649169922e+00,8.060152530670166016e-01,4.538399505615234375e+01,3.302427673339843750e+01
3.253040313720703125e+00,8.060152530670166016e-01,3.260895919799804688e+01,2.262911415100097656e+01
3.620255947113037109e+00,8.060152530670166016e-01,2.268332099914550781e+01,1.474964237213134766e+01
3.931759595870971680e+00,8.060152530670166016e-01,1.591852092742919922e+01,1.009165763854980469e+01
4.125355720520019531e+00,8.060152530670166016e-01,1.152430248260498047e+01,7.052955150604248047e+00
4.072023391723632812e+00,8.060152530670166016e-01,6.499866962432861328e+00,3.293243646621704102e+00
3.608534812927246094e+00,8.060152530670166016e-01,5.125304222106933594e+00,1.882749199867248535e+00
4.035284519195556641e+00,8.060152530670166016e-01,6.869273662567138672e+00,3.354068040847778320e+00
4.141874313354492188e+00,8.060152530670166016e-01,9.019840240478515625e+00,4.994024753570556641e+00
4.172705173492431641e+00,8.060152530670166016e-01,1.002400493621826172e+01,5.955222129821777344e+00
4.173906326293945312e+00,8.060152530670166016e-01,1.044827747344970703e+01,6.482964515686035156e+00
4.130067825317382812e+00,8.060152530670166016e-01,1.182894134521484375e+01,7.364830493927001953e+00
4.109706401824951172e+00,8.060152530670166016e-01,1.181295013427734375e+01,7.453419685363769531e+00
4.068017005920410156e+00,8.060152530670166016e-01,1.304115867614746094e+01,8.155242919921875000e+00
4.069452285766601562e+00,8.060152530670166016e-01,1.340553188323974609e+01,8.516603469848632812e+00
4.065526485443115234e+00,8.060152530670166016e-01,1.363756179809570312e+01,8.708698272705078125e+00
4.054508209228515625e+00,8.060152530670166016e-01,1.359344005584716797e+01,8.680511474609375000e+00
4.015032768249511719e+00,8.060152530670166016e-01,1.428278446197509766e+01,9.028544425964355469e+00
3.990473270416259766e+00,8.060152530670166016e-01,1.515192508697509766e+01,9.722889900207519531e+00
1.910253405570983887e+00,9.041898846626281738e-01,1.111277923583984375e+02,9.560003662109375000e+01
2.281929016113281250e+00,9.041898846626281738e-01,7.642628479003906250e+01,6.248537063598632812e+01
2.637214422225952148e+00,9.041898846626281738e-01,5.600201797485351562e+01,4.294733047485351562e+01
2.938605070114135742e+00,9.041898846626281738e-01,4.260533905029296875e+01,3.073923683166503906e+01
3.219695091247558594e+00,9.041898846626281738e-01,3.343880844116210938e+01,2.323472976684570312e+01
3.447298049926757812e+00,9.041898846626281738e-01,2.685483360290527344e+01,1.799487686157226562e+01
3.615685462951660156e+00,9.041898846626281738e-01,2.288964080810546875e+01,1.493774223327636719e+01
3.751550674438476562e+00,9.041898846626281738e-01,1.996243476867675781e+01,1.291707706451416016e+01
3.837368011474609375e+00,9.041898846626281738e-01,1.801679420471191406e+01,1.151475524902343750e+01
3.904900312423706055e+00,9.041898846626281738e-01,1.686547088623046875e+01,1.084799480438232422e+01
3.918247699737548828e+00,9.041898846626281738e-01,1.637512397766113281e+01,1.045997524261474609e+01
3.916053533554077148e+00,9.041898846626281738e-01,1.651426887512207031e+01,1.058119678497314453e+01
3.889392375946044922e+00,9.041898846626281738e-01,1.656735801696777344e+01,1.063487243652343750e+01
3.836107015609741211e+00,9.041898846626281738e-01,1.807191276550292969e+01,1.155935287475585938e+01
3.780256271362304688e+00,9.041898846626281738e-01,1.913941192626953125e+01,1.230354118347167969e+01
3.715686559677124023e+00,9.041898846626281738e-01,2.046365165710449219e+01,1.318455410003662109e+01
3.656849622726440430e+00,9.041898846626281738e-01,2.142703056335449219e+01,1.393693923950195312e+01
3.593692779541015625e+00,9.041898846626281738e-01,2.349378204345703125e+01,1.542510509490966797e+01
3.536209821701049805e+00,9.041898846626281738e-01,2.493188476562500000e+01,1.651947975158691406e+01
3.479666471481323242e+00,9.041898846626281738e-01,2.619742012023925781e+01,1.741972923278808594e+01
3.432372093200683594e+00,9.041898846626281738e-01,2.737811279296875000e+01,1.833210563659667969e+01
3.398660898208618164e+00,9.041898846626281738e-01,2.853807640075683594e+01,1.933740425109863281e+01
3.360451698303222656e+00,9.041898846626281738e-01,2.934704971313476562e+01,1.988180160522460938e+01
3.340741157531738281e+00,9.041898846626281738e-01,3.001313209533691406e+01,2.047478866577148438e+01
3.326902389526367188e+00,9.041898846626281738e-01,3.050650215148925781e+01,2.092281913757324219e+01
3.303552150726318359e+00,9.041898846626281738e-01,3.038945198059082031e+01,2.082189178466796875e+01
3.272012233734130859e+00,9.041898846626281738e-01,3.197156333923339844e+01,2.207916641235351562e+01
3.209534883499145508e+00,9.041898846626281738e-01,3.376388549804687500e+01,2.351299476623535156e+01
1.543461561203002930e+00,1.002363920211791992e+00,1.684871368408203125e+02,1.674893493652343750e+02
1.712851524353027344e+00,1.002363920211791992e+00,1.180157623291015625e+02,1.047751693725585938e+02
2.112422704696655273e+00,1.002363920211791992e+00,9.067069244384765625e+01,7.607944488525390625e+01
2.384906768798828125e+00,1.002363920211791992e+00,6.980458068847656250e+01,5.606690597534179688e+01
2.619030714035034180e+00,1.002363920211791992e+00,5.684898376464843750e+01,4.377051162719726562e+01
2.790987491607666016e+00,1.002363920211791992e+00,4.864986801147460938e+01,3.590457534790039062e+01
2.928756952285766602e+00,1.002363920211791992e+00,4.304689025878906250e+01,3.119316864013671875e+01
3.034149885177612305e+00,1.002363920211791992e+00,3.945397186279296875e+01,2.825584602355957031e+01
3.092122554779052734e+00,1.002363920211791992e+00,3.720586395263671875e+01,2.627706146240234375e+01
3.131825447082519531e+00,1.002363920211791992e+00,3.622187805175781250e+01,2.554432487487792969e+01
3.137251853942871094e+00,1.002363920211791992e+00,3.599502563476562500e+01,2.532086181640625000e+01
3.123759984970092773e+00,1.002363920211791992e+00,3.655061721801757812e+01,2.583572959899902344e+01
3.082996845245361328e+00,1.002363920211791992e+00,3.770850753784179688e+01,2.661479187011718750e+01
3.050844907760620117e+00,1.002363920211791992e+00,3.894673538208007812e+01,2.788766860961914062e+01
2.996376514434814453e+00,1.002363920211791992e+00,4.066106033325195312e+01,2.922367477416992188e+01
2.939040660858154297e+00,1.002363920211791992e+00,4.256903076171875000e+01,3.069791221618652344e+01
2.892139434814453125e+00,1.002363920211791992e+00,4.457272338867187500e+01,3.252781295776367188e+01
2.843111991882324219e+00,1.002363920211791992e+00,4.653235244750976562e+01,3.420603942871093750e+01
2.797389030456542969e+00,1.002363920211791992e+00,4.727793121337890625e+01,3.472968673706054688e+01
2.774023294448852539e+00,1.002363920211791992e+00,4.947816085815429688e+01,3.682096099853515625e+01
2.743983030319213867e+00,1.002363920211791992e+00,5.087862396240234375e+01,3.802768325805664062e+01
2.720757484436035156e+00,1.002363920211791992e+00,5.187824249267578125e+01,3.895868682861328125e+01
2.702128887176513672e+00,1.002363920211791992e+00,5.287100601196289062e+01,3.998903274536132812e+01
2.667853116989135742e+00,1.002363920211791992e+00,5.405786132812500000e+01,4.090682983398437500e+01
2.634542226791381836e+00,1.002363920211791992e+00,5.604624938964843750e+01,4.298945999145507812e+01
2.589340686798095703e+00,1.002363920211791992e+00,5.824635696411132812e+01,4.519224166870117188e+01
2.574090957641601562e+00,1.002363920211791992e+00,5.915778732299804688e+01,4.624204254150390625e+01
1.254188299179077148e+00,1.100538134574890137e+00,2.759958801269531250e+02,3.457510375976562500e+02
1.414174318313598633e+00,1.100538134574890137e+00,2.221687011718750000e+02,2.360572662353515625e+02
1.543287158012390137e+00,1.100538134574890137e+00,1.774803161621093750e+02,1.784337005615234375e+02
1.595136404037475586e+00,1.100538134574890137e+00,1.361578369140625000e+02,1.262240142822265625e+02
1.824034690856933594e+00,1.100538134574890137e+00,1.197551193237304688e+02,1.039080429077148438e+02
2.070034742355346680e+00,1.100538134574890137e+00,9.446899414062500000e+01,7.969065856933593750e+01
2.240617275238037109e+00,1.100538134574890137e+00,7.625428771972656250e+01,6.264789581298828125e+01
2.353552818298339844e+00,1.100538134574890137e+00,7.175158691406250000e+01,5.806595993041992188e+01
2.430115699768066406e+00,1.100538134574890137e+00,6.710269927978515625e+01,5.377407455444335938e+01
2.479599475860595703e+00,1.100538134574890137e+00,6.431503295898437500e+01,5.106507873535156250e+01
2.504385471343994141e+00,1.100538134574890137e+00,6.290804290771484375e+01,4.985911560058593750e+01
2.503388881683349609e+00,1.100538134574890137e+00,6.295876693725585938e+01,4.990172958374023438e+01
2.482820987701416016e+00,1.100538134574890137e+00,6.411936187744140625e+01,5.090916824340820312e+01
2.451162338256835938e+00,1.100538134574890137e+00,6.586422729492187500e+01,5.253854751586914062e+01
2.415256500244140625e+00,1.100538134574890137e+00,6.805596923828125000e+01,5.465447616577148438e+01
2.376060724258422852e+00,1.100538134574890137e+00,7.034008026123046875e+01,5.671349716186523438e+01
2.341126918792724609e+00,1.100538134574890137e+00,7.243982696533203125e+01,5.866611099243164062e+01
2.306103706359863281e+00,1.100538134574890137e+00,7.444028472900390625e+01,6.041563796997070312e+01
2.278978109359741211e+00,1.100538134574890137e+00,7.647464752197265625e+01,6.249832534790039062e+01
2.251202821731567383e+00,1.100538134574890137e+00,7.833553314208984375e+01,6.425862121582031250e+01
2.222194433212280273e+00,1.100538134574890137e+00,8.054174041748046875e+01,6.636806488037109375e+01
2.190105438232421875e+00,1.100538134574890137e+00,8.327910614013671875e+01,6.900036621093750000e+01
2.148674011230468750e+00,1.100538134574890137e+00,8.659307861328125000e+01,7.212355804443359375e+01
2.096424102783203125e+00,1.100538134574890137e+00,8.849366760253906250e+01,7.431672668457031250e+01
2.028248548507690430e+00,1.100538134574890137e+00,9.714208221435546875e+01,8.218278503417968750e+01
1.966931343078613281e+00,1.100538134574890137e+00,1.042070617675781250e+02,8.879441070556640625e+01
1.216673374176025391e+00,1.198712706565856934e+00,2.823585510253906250e+02,3.866648254394531250e+02
1.340359926223754883e+00,1.198712706565856934e+00,2.473780212402343750e+02,2.745661315917968750e+02
1.458415031433105469e+00,1.198712706565856934e+00,1.982609863281250000e+02,1.997664489746093750e+02
1.542192697525024414e+00,1.198712706565856934e+00,1.716385345458984375e+02,1.713889770507812500e+02
1.584181070327758789e+00,1.198712706565856934e+00,1.309042816162109375e+02,1.220091247558593750e+02
1.687366962432861328e+00,1.198712706565856934e+00,1.328877563476562500e+02,1.191221389770507812e+02
1.786659717559814453e+00,1.198712706565856934e+00,1.230105972290039062e+02,1.072891235351562500e+02
1.864789962768554688e+00,1.198712706565856934e+00,1.159394073486328125e+02,1.001105117797851562e+02
1.912087559700012207e+00,1.198712706565856934e+00,1.108629531860351562e+02,9.532742309570312500e+01
1.930531978607177734e+00,1.198712706565856934e+00,9.849040222167968750e+01,8.448644256591796875e+01
1.926300764083862305e+00,1.198712706565856934e+00,9.748560333251953125e+01,8.365187835693359375e+01
1.907382488250732422e+00,1.198712706565856934e+00,1.113217391967773438e+02,9.577057647705078125e+01
1.878307461738586426e+00,1.198712706565856934e+00,1.132973861694335938e+02,9.764211273193359375e+01
1.851302146911621094e+00,1.198712706565856934e+00,1.171033706665039062e+02,1.013477706909179688e+02
1.822956800460815430e+00,1.198712706565856934e+00,1.197342224121093750e+02,1.038578643798828125e+02
1.793765544891357422e+00,1.198712706565856934e+00,1.222961959838867188e+02,1.064541778564453125e+02
1.764117240905761719e+00,1.198712706565856934e+00,1.250474929809570312e+02,1.096138916015625000e+02
1.731694579124450684e+00,1.198712706565856934e+00,1.253205490112304688e+02,1.107904586791992188e+02
1.695635199546813965e+00,1.198712706565856934e+00,1.115412216186523438e+02,9.931866455078125000e+01
1.661788225173950195e+00,1.198712706565856934e+00,1.318903656005859375e+02,1.185072937011718750e+02
1.625327348709106445e+00,1.198712706565856934e+00,1.399707183837890625e+02,1.275748443603515625e+02
1.595447778701782227e+00,1.198712706565856934e+00,1.373033752441406250e+02,1.266622543334960938e+02
1.310024738311767578e+00,1.296887516975402832e+00,2.563099365234375000e+02,2.911814270019531250e+02
1.217570781707763672e+00,1.296887516975402832e+00,2.820306396484375000e+02,3.806174621582031250e+02
1.234011769294738770e+00,1.296887516975402832e+00,2.797131347656250000e+02,3.666754455566406250e+02
1.361141204833984375e+00,1.296887516975402832e+00,2.401628875732421875e+02,2.625763549804687500e+02
1.438245773315429688e+00,1.296887516975402832e+00,2.099189147949218750e+02,2.191157379150390625e+02
1.519797682762145996e+00,1.296887516975402832e+00,1.848405609130859375e+02,1.854577941894531250e+02
1.547947406768798828e+00,1.296887516975402832e+00,1.733931732177734375e+02,1.737182159423828125e+02
1.540923595428466797e+00,1.296887516975402832e+00,1.706050109863281250e+02,1.700734100341796875e+02
1.542625904083251953e+00,1.296887516975402832e+00,1.627165832519531250e+02,1.598708801269531250e+02
1.546409010887145996e+00,1.296887516975402832e+00,1.463327331542968750e+02,1.425102996826171875e+02
1.547476768493652344e+00,1.296887516975402832e+00,1.472488708496093750e+02,1.428865966796875000e+02
1.546359658241271973e+00,1.296887516975402832e+00,1.466143951416015625e+02,1.424906616210937500e+02
1.543957591056823730e+00,1.296887516975402832e+00,1.449039459228515625e+02,1.416166839599609375e+02
1.540853738784790039e+00,1.296887516975402832e+00,1.632962951660156250e+02,1.606336212158203125e+02
