x,m,v_x,v_y
7.641808986663818359e+00,9.041898846626281738e-01,2.704103469848632812e+00,1.948845863342285156e+00
8.831669807434082031e+00,9.041898846626281738e-01,1.361972928047180176e+00,1.073983311653137207e+00
5.819888114929199219e+00,1.002363920211791992e+00,5.972056388854980469e+00,4.298589706420898438e+00
6.871784210205078125e+00,1.002363920211791992e+00,3.820474386215209961e+00,2.725644350051879883e+00
8.105648994445800781e+00,1.002363920211791992e+00,2.158519268035888672e+00,1.587654948234558105e+00
3.501821994781494141e+00,1.100538134574890137e+00,1.861148834228515625e+01,1.446864509582519531e+01
4.253765106201171875e+00,1.100538134574890137e+00,1.230133533477783203e+01,9.160067558288574219e+00
5.243961334228515625e+00,1.100538134574890137e+00,7.660099029541015625e+00,5.581177711486816406e+00
6.263775825500488281e+00,1.100538134574890137e+00,4.950241088867187500e+00,3.546556949615478516e+00
7.098831176757812500e+00,1.100538134574890137e+00,3.471443176269531250e+00,2.481397867202758789e+00
7.839420318603515625e+00,1.100538134574890137e+00,2.473593711853027344e+00,1.794316768646240234e+00
8.388391494750976562e+00,1.100538134574890137e+00,1.846101284027099609e+00,1.385246515274047852e+00
8.806061744689941406e+00,1.100538134574890137e+00,1.385726094245910645e+00,1.092453718185424805e+00
8.970804214477539062e+00,1.100538134574890137e+00,1.220946550369262695e+00,9.845944046974182129e-01
8.840379714965820312e+00,1.100538134574890137e+00,1.355683922767639160e+00,1.070517063140869141e+00
8.721960067749023438e+00,1.100538134574890137e+00,1.470597267150878906e+00,1.146677255630493164e+00
8.613321304321289062e+00,1.100538134574890137e+00,1.592042565345764160e+00,1.224770307540893555e+00
8.526116371154785156e+00,1.100538134574890137e+00,1.682497859001159668e+00,1.281813979148864746e+00
8.464257240295410156e+00,1.100538134574890137e+00,1.759624004364013672e+00,1.328503847122192383e+00
8.439332962036132812e+00,1.100538134574890137e+00,1.772382378578186035e+00,1.337062120437622070e+00
8.443855285644531250e+00,1.100538134574890137e+00,1.771570086479187012e+00,1.336235165596008301e+00
8.474507331848144531e+00,1.100538134574890137e+00,1.752058744430541992e+00,1.324868679046630859e+00
8.509743690490722656e+00,1.100538134574890137e+00,1.706660032272338867e+00,1.298388004302978516e+00
8.480853080749511719e+00,1.100538134574890137e+00,1.746210217475891113e+00,1.321499705314636230e+00
8.391128540039062500e+00,1.100538134574890137e+00,1.842231869697570801e+00,1.382399439811706543e+00
2.986071586608886719e+00,1.198712706565856934e+00,2.575677108764648438e+01,2.072097396850585938e+01
3.872333049774169922e+00,1.198712706565856934e+00,1.507294654846191406e+01,1.141085147857666016e+01
4.708444118499755859e+00,1.198712706565856934e+00,9.790879249572753906e+00,7.163682460784912109e+00
5.456692695617675781e+00,1.198712706565856934e+00,6.978790760040283203e+00,5.049395561218261719e+00
6.034492969512939453e+00,1.198712706565856934e+00,5.444659233093261719e+00,3.903088808059692383e+00
6.444250583648681641e+00,1.198712706565856934e+00,4.586766242980957031e+00,3.286998510360717773e+00
6.742962837219238281e+00,1.198712706565856934e+00,4.049596309661865234e+00,2.893143177032470703e+00
6.941815853118896484e+00,1.198712706565856934e+00,3.713579654693603516e+00,2.652358770370483398e+00
7.041901588439941406e+00,1.198712706565856934e+00,3.544127941131591797e+00,2.528760910034179688e+00
7.059062004089355469e+00,1.198712706565856934e+00,3.527717351913452148e+00,2.517705678939819336e+00
7.015911579132080078e+00,1.198712706565856934e+00,3.599634408950805664e+00,2.572339773178100586e+00
6.933297157287597656e+00,1.198712706565856934e+00,3.731507301330566406e+00,2.665830373764038086e+00
6.835479736328125000e+00,1.198712706565856934e+00,3.895322561264038086e+00,2.784006595611572266e+00
6.738549232482910156e+00,1.198712706565856934e+00,4.056005954742431641e+00,2.896958351135253906e+00
6.654687881469726562e+00,1.198712706565856934e+00,4.202509880065917969e+00,3.001248598098754883e+00
6.583092689514160156e+00,1.198712706565856934e+00,4.340070724487304688e+00,3.087333202362060547e+00
6.526196479797363281e+00,1.198712706565856934e+00,4.448539733886718750e+00,3.132941722869873047e+00
6.520638465881347656e+00,1.198712706565856934e+00,4.458909988403320312e+00,3.175962448120117188e+00
6.526041507720947266e+00,1.198712706565856934e+00,4.449364185333251953e+00,3.162368059158325195e+00
6.543227195739746094e+00,1.198712706565856934e+00,4.420380592346191406e+00,3.123114347457885742e+00
6.560930252075195312e+00,1.198712706565856934e+00,4.385660171508789062e+00,3.111674547195434570e+00
6.525184631347656250e+00,1.198712706565856934e+00,4.450849056243896484e+00,3.164576768875122070e+00
1.806318044662475586e+00,1.296887516975402832e+00,6.782466888427734375e+01,6.120847702026367188e+01
2.424851894378662109e+00,1.296887516975402832e+00,3.857110214233398438e+01,3.250563812255859375e+01
3.143140792846679688e+00,1.296887516975402832e+00,2.323290824890136719e+01,1.847073936462402344e+01
3.780482292175292969e+00,1.296887516975402832e+00,1.584910774230957031e+01,1.208848762512207031e+01
4.282393932342529297e+00,1.296887516975402832e+00,1.211472702026367188e+01,9.027129173278808594e+00
4.661767959594726562e+00,1.296887516975402832e+00,1.001975917816162109e+01,7.343090057373046875e+00
4.937200069427490234e+00,1.296887516975402832e+00,8.788459777832031250e+00,6.441827297210693359e+00
5.111330032348632812e+00,1.296887516975402832e+00,8.118076324462890625e+00,5.944907665252685547e+00
5.190965652465820312e+00,1.296887516975402832e+00,7.840675830841064453e+00,5.732255935668945312e+00
5.200330257415771484e+00,1.296887516975402832e+00,7.806458473205566406e+00,5.702807426452636719e+00
5.166659832000732422e+00,1.296887516975402832e+00,7.921340465545654297e+00,5.787244319915771484e+00
5.113281250000000000e+00,1.296887516975402832e+00,8.110548019409179688e+00,5.938659667968750000e+00
5.051929473876953125e+00,1.296887516975402832e+00,8.333273887634277344e+00,6.090790271759033203e+00
5.006462097167968750e+00,1.296887516975402832e+00,8.509380340576171875e+00,6.233314037322998047e+00
4.971545219421386719e+00,1.296887516975402832e+00,8.648601531982421875e+00,6.306042194366455078e+00
4.965783596038818359e+00,1.296887516975402832e+00,8.669672012329101562e+00,6.333792686462402344e+00
4.972902774810791016e+00,1.296887516975402832e+00,8.643767356872558594e+00,6.300650119781494141e+00
4.988083362579345703e+00,1.296887516975402832e+00,8.585701942443847656e+00,6.272485733032226562e+00
4.971163749694824219e+00,1.296887516975402832e+00,8.649777412414550781e+00,6.307626724243164062e+00
4.886054992675781250e+00,1.296887516975402832e+00,8.997787475585937500e+00,6.557660579681396484e+00
4.851963043212890625e+00,1.296887516975402832e+00,9.146255493164062500e+00,6.701099395751953125e+00
1.155891060829162598e+00,1.395061492919921875e+00,1.184117736816406250e+02,1.177593307495117188e+02
1.526579737663269043e+00,1.395061492919921875e+00,8.184487152099609375e+01,7.625279998779296875e+01
1.980612993240356445e+00,1.395061492919921875e+00,5.681453704833984375e+01,5.020332717895507812e+01
2.441247940063476562e+00,1.395061492919921875e+00,3.811320114135742188e+01,3.206564712524414062e+01
2.834790229797363281e+00,1.395061492919921875e+00,2.856132507324218750e+01,2.325269126892089844e+01
3.178123474121093750e+00,1.395061492919921875e+00,2.269665336608886719e+01,1.803042411804199219e+01
3.413823843002319336e+00,1.395061492919921875e+00,1.961797142028808594e+01,1.534031772613525391e+01
3.569963216781616211e+00,1.395061492919921875e+00,1.788548469543457031e+01,1.385255146026611328e+01
3.655454635620117188e+00,1.395061492919921875e+00,1.701953315734863281e+01,1.311212062835693359e+01
3.691689491271972656e+00,1.395061492919921875e+00,1.668580245971679688e+01,1.280149841308593750e+01
3.706078052520751953e+00,1.395061492919921875e+00,1.654090881347656250e+01,1.269406127929687500e+01
3.710803508758544922e+00,1.395061492919921875e+00,1.649346733093261719e+01,1.265817356109619141e+01
3.718624830245971680e+00,1.395061492919921875e+00,1.642223167419433594e+01,1.260495567321777344e+01
3.730445861816406250e+00,1.395061492919921875e+00,1.631302452087402344e+01,1.251415634155273438e+01
3.738464355468750000e+00,1.395061492919921875e+00,1.623522186279296875e+01,1.244228744506835938e+01
3.730450868606567383e+00,1.395061492919921875e+00,1.631258010864257812e+01,1.251359558105468750e+01
3.687839269638061523e+00,1.395061492919921875e+00,1.671556854248046875e+01,1.282579517364501953e+01
3.609210491180419922e+00,1.395061492919921875e+00,1.748782730102539062e+01,1.348299121856689453e+01
9.460658431053161621e-01,1.493236899375915527e+00,2.068319702148437500e+02,2.205742950439453125e+02
1.227553606033325195e+00,1.493236899375915527e+00,1.012392807006835938e+02,9.971365356445312500e+01
1.547101140022277832e+00,1.493236899375915527e+00,8.771677398681640625e+01,8.104186248779296875e+01
1.815104365348815918e+00,1.493236899375915527e+00,6.718801879882812500e+01,6.056084823608398438e+01
2.053484201431274414e+00,1.493236899375915527e+00,5.295576858520507812e+01,4.637133789062500000e+01
2.251398563385009766e+00,1.493236899375915527e+00,4.434302520751953125e+01,3.777437210083007812e+01
2.393047571182250977e+00,1.493236899375915527e+00,3.951176071166992188e+01,3.340086364746093750e+01
2.483900785446166992e+00,1.493236899375915527e+00,3.685105514526367188e+01,3.091648101806640625e+01
2.560761451721191406e+00,1.493236899375915527e+00,3.473600769042968750e+01,2.893280029296875000e+01
2.619878292083740234e+00,1.493236899375915527e+00,3.326106262207031250e+01,2.757086181640625000e+01
2.659029483795166016e+00,1.493236899375915527e+00,3.230471801757812500e+01,2.665660095214843750e+01
2.681053638458251953e+00,1.493236899375915527e+00,3.182055282592773438e+01,2.621520423889160156e+01
2.677357196807861328e+00,1.493236899375915527e+00,3.191240692138671875e+01,2.629218292236328125e+01
2.639713048934936523e+00,1.493236899375915527e+00,3.274431228637695312e+01,2.708400917053222656e+01
7.382369041442871094e-01,1.591411471366882324e+00,2.880797119140625000e+02,3.370178527832031250e+02
9.642475247383117676e-01,1.591411471366882324e+00,1.810384674072265625e+02,1.916298828125000000e+02
1.214785218238830566e+00,1.591411471366882324e+00,7.928086090087890625e+01,7.824703216552734375e+01
1.402972221374511719e+00,1.591411471366882324e+00,1.049314956665039062e+02,9.971667480468750000e+01
1.545629501342773438e+00,1.591411471366882324e+00,8.713816070556640625e+01,8.031730651855468750e+01
1.641002058982849121e+00,1.591411471366882324e+00,8.031857299804687500e+01,7.349576568603515625e+01
1.695194721221923828e+00,1.591411471366882324e+00,7.616489410400390625e+01,6.946183776855468750e+01
1.745692014694213867e+00,1.591411471366882324e+00,7.208160400390625000e+01,6.538367462158203125e+01
1.850884437561035156e+00,1.591411471366882324e+00,6.470906829833984375e+01,5.810768127441406250e+01
8.922780990600585938e+00,1.392884612083435059e+00,1.262829422950744629e+00,1.009218811988830566e+00
8.698761940002441406e+00,1.391022324562072754e+00,1.503850936889648438e+00,1.169722080230712891e+00
8.711854934692382812e+00,1.389778733253479004e+00,1.485442161560058594e+00,1.156865358352661133e+00
8.714496612548828125e+00,1.568782806396484375e+00,1.481657266616821289e+00,1.154164791107177734e+00
8.135108947753906250e+00,1.567399144172668457e+00,2.122109651565551758e+00,1.565163373947143555e+00
7.595545291900634766e+00,1.565320134162902832e+00,2.783027172088623047e+00,2.004626750946044922e+00
7.072662353515625000e+00,1.563931584358215332e+00,3.511914730072021484e+00,2.509463548660278320e+00
6.659680843353271484e+00,1.562541365623474121e+00,4.194876194000244141e+00,2.996913671493530273e+00
6.372963428497314453e+00,1.560452222824096680e+00,4.716726303100585938e+00,3.367865800857543945e+00
6.285623550415039062e+00,1.559057116508483887e+00,4.895382404327392578e+00,3.498594045639038086e+00
6.587820529937744141e+00,1.556960940361022949e+00,4.329536914825439453e+00,3.081292629241943359e+00
8.748414993286132812e+00,1.744468331336975098e+00,1.454268336296081543e+00,1.134871602058410645e+00
8.130239486694335938e+00,1.742941737174987793e+00,2.129334211349487305e+00,1.569185495376586914e+00
7.525211811065673828e+00,1.740648150444030762e+00,2.869237184524536133e+00,2.063388347625732422e+00
6.903019905090332031e+00,1.739116311073303223e+00,3.780104160308837891e+00,2.699346065521240234e+00
6.354850769042968750e+00,1.737582445144653320e+00,4.761133193969726562e+00,3.408200740814208984e+00
5.853119373321533203e+00,1.735277652740478516e+00,5.887966156005859375e+00,4.239317417144775391e+00
