x,m,v_x,v_y
7.779182910919189453e+00,1.100538134574890137e+00,2.010723352432250977e+00,1.570396065711975098e+00
7.190682888031005859e+00,1.198712706565856934e+00,2.857168197631835938e+00,2.183647394180297852e+00
8.511015892028808594e+00,1.198712706565856934e+00,1.202158451080322266e+00,1.041297674179077148e+00
4.937958240509033203e+00,1.296887516975402832e+00,7.766301631927490234e+00,5.816487312316894531e+00
6.178936481475830078e+00,1.296887516975402832e+00,4.509263992309570312e+00,3.333147764205932617e+00
7.566638946533203125e+00,1.296887516975402832e+00,2.328534603118896484e+00,1.781862258911132812e+00
4.295365333557128906e+00,1.395061492919921875e+00,1.043157482147216797e+01,7.904435157775878906e+00
5.345920562744140625e+00,1.395061492919921875e+00,6.482080936431884766e+00,4.815116405487060547e+00
6.390268325805664062e+00,1.395061492919921875e+00,4.108277797698974609e+00,3.046775102615356445e+00
7.271722793579101562e+00,1.395061492919921875e+00,2.765493154525756836e+00,2.119806289672851562e+00
7.829030036926269531e+00,1.395061492919921875e+00,1.949842453002929688e+00,1.530165314674377441e+00
8.293025970458984375e+00,1.395061492919921875e+00,1.443673849105834961e+00,1.210461735725402832e+00
2.666716575622558594e+00,1.493236899375915527e+00,2.663481903076171875e+01,2.247216796875000000e+01
3.649938583374023438e+00,1.493236899375915527e+00,1.451591873168945312e+01,1.134821987152099609e+01
4.443609714508056641e+00,1.493236899375915527e+00,9.710939407348632812e+00,7.333739757537841797e+00
5.213424205780029297e+00,1.493236899375915527e+00,6.876550674438476562e+00,5.131932735443115234e+00
5.750722408294677734e+00,1.493236899375915527e+00,5.432672023773193359e+00,4.010219573974609375e+00
6.252812385559082031e+00,1.493236899375915527e+00,4.359965324401855469e+00,3.220440149307250977e+00
6.656740188598632812e+00,1.493236899375915527e+00,3.634343147277832031e+00,2.719187974929809570e+00
6.964609622955322266e+00,1.493236899375915527e+00,3.159124612808227539e+00,2.402130126953125000e+00
7.175911903381347656e+00,1.493236899375915527e+00,2.885906696319580078e+00,2.207217693328857422e+00
7.330825805664062500e+00,1.493236899375915527e+00,2.686303377151489258e+00,2.056348085403442383e+00
7.425267696380615234e+00,1.493236899375915527e+00,2.557204008102416992e+00,1.959713101387023926e+00
7.481393814086914062e+00,1.493236899375915527e+00,2.460022687911987305e+00,1.882037758827209473e+00
7.503216743469238281e+00,1.493236899375915527e+00,2.438812971115112305e+00,1.867894649505615234e+00
7.470477104187011719e+00,1.493236899375915527e+00,2.460285186767578125e+00,1.883650779724121094e+00
1.028740406036376953e+00,1.591411471366882324e+00,1.296828308105468750e+02,1.291148834228515625e+02
